Starling ID,Headwords,Gloss,chosen_abbr,llm_second,v1_choice,v2_choice,agrees_v1,agrees_v2
PDR1170,*nan-,"flower, flower-bud; to blossom",AV_FL,AV_PN,AV_FL,AV_FL,YES,YES
PDR1171,*naṇ-,to do,PA_MA,PA_WV,TI_FI,PA_MA,,YES
PDR1172,*naṇ-,to approach; to join; friend,MO_AP,MT_RM,SO_ME,MO_AP,,YES
PDR1173,*nanǯ-,poison,SP_BD,EM_PS,BP_KI,BP_KI,,
PDR1174,*nanǯ-,1 a mouthful 2 meat,FD_ME,FD_EA,FD_ME,FD_SU,YES,
PDR1175,*ńar-,to sound; to grumble,SP_SO,LM_VO,LM_BO,SP_HE,,
PDR1176,*ńar-,grey (hair),BP_HA,TI_OL,BP_HA,CA_DY,YES,
PDR1177,*nar-,"stunted, deficient",SR_SM,BP_WE,BP_WE,BP_WE,,
PDR1178,*naramb-,"nerve, vein",BP_BO,BP_BL,BP_EB,BP_NV,,
PDR1179,"*nar-, *nar-k-","fox, jackal",AN_FX,AN_AN,AN_FX,AN_FX,YES,YES
PDR1180,*ńar-/*ar-,to fear,EM_FF,EM_AN,EM_FF,EM_FF,YES,YES
PDR1181,*naṟ- (?),night,TI_NG,,TI_NG,TI_NG,YES,YES
PDR1182,*naṟ-Vk-,"to cut, scratch",PA_CU,PA_SH,PA_CU,PA_CU,YES,YES
PDR1183,*nas-,"to fade, waste away",MO_FA,BP_WE,TI_LS,TI_CE,,
PDR1184,*nat-,snail,AN_IN,AN_AN,AN_PI,AN_WR,,
PDR1185,*nav-,female,MK_WO,AN_FE,MK_FS,AN_FE,,
PDR1186,*nav- (*-m-),to trouble; to decline,EM_EF,PT_HI,LM_RF,SO_SQ,,
PDR1187,*navir,hair,BP_HA,BP_BO,BP_HA,BP_HA,YES,YES
PDR1188,*ńavuḍ- (*l-?),lip,BP_LI,BP_CN,BP_LI,BP_LI,YES,YES
PDR1189,*naǯǯ-,to crush; to subdue,PA_CU,PA_BK,TI_HH,FD_GR,,
PDR1190,*nāḍ-,village,SO_CT,PW_PF,SO_CI,SO_CI,,
PDR1191,*ńāḏ-,to smell,SP_VO,SP_BD,SP_VO,SP_VS,YES,
PDR1192,*nāg-,young; female,TI_YG,MK_GI,TI_YG,TI_YG,YES,YES
PDR1193,*nāg- (?),earring,CA_AD,CA_JW,BP_EA,CA_NC,,
PDR1194,*nājk- (?),to lick,BP_LC,FD_SU,BP_LC,BP_LC,YES,YES
PDR1195,*ńāj(t)-,dog,AN_DO,AN_LI,AN_DO,AN_DO,YES,YES
PDR1196,*nāl-,four,QN_NN,QN_QN,QN_TH,QN_TH,,
PDR1197,*nāḷ-,day; tomorrow,TI_DA,TI_TI,TI_TM,TI_DA,,YES
PDR1198,*ńāḷ-,night,TI_NG,PW_DA,TI_NG,TI_NG,YES,YES
PDR1199,*nāḻ-,tongue,BP_TG,BP_BO,BP_TG,BP_TG,YES,YES
PDR1200,*nāḻ- (*-n-),wet; cold,SP_WD,PW_WA,TI_WI,SP_WD,,YES
PDR1201,*nām,we (incl.),MK_HB,LM_SY,MK_FM,MK_HB,,YES
PDR1202,*nāmb-,to be thin,SR_SM,BP_WE,BP_SH,SR_NS,,
PDR1203,*nāṇ-,shame,EM_SH,EM_EF,EM_SH,EM_SH,YES,YES
PDR1204,*ńāṇ-,"rope, necklace",PA_RC,CA_CL,CA_NC,CA_NC,,
PDR1205,*nāṇ-,a k. of grass (kaus),AV_GR,AV_PN,AV_GR,AV_GR,YES,YES
PDR1206,*nānḏ-,female relative,MK_SW,MK_RE,MK_GM,MK_SW,,YES
PDR1207,*[n]ā[n]ḏ,we (incl.),MK_HB,LM_SY,MK_FM,MK_HB,,YES
PDR1208,*nāŋūẓ-,earthworm,AN_WR,AN_IN,AN_WR,AN_WR,YES,YES
PDR1209,*nār-,rope,PA_RC,CA_CL,PA_RC,PA_RC,YES,YES
PDR1210,*nāṬ-,"to fix, settle",PA_MA,SR_PU,LJ_FI,PT_RE,,
PDR1211,*nāt-,husband's sister,MK_SW,MK_BL,MK_SW,MK_SW,YES,YES
PDR1212,*ńegg-,"loose, weak, relaxed",SR_SM,BP_WE,BP_WE,PA_SO,,
PDR1213,*neɣ-,good,EM_BF,EM_GD,EM_GD,EM_GD,,
PDR1214,*nej-,"oil, ghee",FD_OI,FD_BT,FD_OI,FD_OI,YES,YES
PDR1215,*nej-,to weave,CA_WE,PA_MA,CA_WE,CA_WE,YES,YES
PDR1216,*nej-tor,blood,BP_BL,BP_BO,BP_BL,BP_BL,YES,YES
PDR1217,*nejṯ-,forehead,BP_FO,BP_HE,BP_FO,BP_FO,YES,YES
PDR1218,*neK-,to fill up (as a pit),QN_FU,PA_MA,BP_SP,BP_ED,,
PDR1219,*nel-,moon,PW_MO,TI_MT,PW_MO,PW_MO,YES,YES
PDR1220,*nel-,"tamarind, myrobalan",FD_FR,AV_PN,LM_NA,FD_FR,,YES
PDR1221,*nel-,rice,AV_RI,FD_FD,AV_RI,AV_RI,YES,YES
PDR1222,*neḷ-i-,to crawl,MO_CC,SR_CR,MO_CC,MO_CC,YES,YES
PDR1223,*[ń]elV[v]-[k-] (*-i-),silk-cotton tree,AV_TR,PW_WF,CA_CO,CA_CO,,
PDR1224,*ńem-,"to squeeze, crush",PA_MA,PA_PR,EM_DA,PA_SR,,
PDR1225,*ńeṇ-,fat,BP_FL,FD_OI,BP_LI,FD_BT,,
PDR1226,*neṉ-,to think,MT_TR,MT_KN,MT_BE,MT_KN,,
PDR1227,*nenǯ-,1 pith 2 heart,BP_HR,MT_MI,BP_HR,BP_HR,YES,YES
PDR1228,*neŋ-,"to enter, insert",MO_EN,PA_PO,MO_EN,MO_EN,YES,YES
PDR1229,*ńer-,to grind,PA_BK,FD_GR,FD_GR,FD_GR,,
PDR1230,*ńerv-,1 worm 2 (NDR) snake,AN_WR,AN_SK,AN_WR,AN_WR,YES,YES
PDR1231,*neṟ-,"beauty, custom, propriety",EM_BF,SO_CU,CA_MR,CA_WD,,
PDR1232,*neṟ-i (*-ḏ-),fold (n.),PA_FO,SR_FS,PA_FO,PA_FO,YES,YES
PDR1233,*neṭ-,long,SR_LG,SR_TL,TI_LS,SR_LG,,YES
PDR1234,*[ń]evuẓ-,spittle,BP_SP,BP_BB,BP_SP,BP_SP,YES,YES
PDR1235,*ńēḏ-,"to rise, sprout",SR_GW,AV_SS,AV_CT,AV_SS,,
PDR1236,*ńēinḏ-,day,TI_DA,TI_TI,TI_DA,TI_DA,YES,YES
PDR1237,*ńēl-,earth,PW_EL,PW_GS,PW_EL,PW_GS,YES,
PDR1238,*ńēl-,to hang,MO_FA,MO_SH,TI_FI,MO_JL,,
PDR1239,*ńēm- (?),to sift; to thresh,AV_MR,FD_GR,AV_TH,SP_SE,,
PDR1240,*nēnǯ-,to breathe,BP_BB,BP_SL,BP_BB,BP_BB,YES,YES
PDR1241,*ńēŋel-,plough,AV_PL,PA_TO,AV_PL,AV_PL,YES,YES
PDR1242,*nē-r-,1 time 2 sun,PW_SU,TI_DA,PW_SU,TI_DA,YES,
PDR1243,*nēr-,"to assemble, meet; to learn; to resemble",SR_CG,SO_ME,MT_LE,SO_ME,,
PDR1244,*nēr-,thin,SR_ND,SP_LL,SR_NS,SR_NS,,
PDR1245,*nēr- (?),dry,SP_DR,PW_WE,PA_WA,SP_WD,,
PDR1246,*ńērḍ- (?),jambu tree,AV_TR,FD_FR,PW_TR,AV_TR,,YES
PDR1247,*nēṟ-,yesterday,TI_YD,TI_DA,TI_YD,TI_YD,YES,YES
PDR1248,*ńēsir- (?),sun,PW_SU,TI_DA,PW_SU,PW_SU,YES,YES
PDR1249,*nēṬ-,"to seek, obtain",PT_SE,PT_GO,PT_SE,PT_SE,YES,YES
PDR1250,*nig-,"to shine, glitter",SP_SH,PW_LG,CA_DY,SP_SH,,YES
PDR1251,*niɣḏ-,ashes,PW_AS,PW_BU,PW_AS,PW_AS,YES,YES
PDR1252,*nijur,live coal,PW_FI,PW_FL,PW_SM,PW_FI,,YES
PDR1253,*ńil-,to stand,SR_ST,MO_GO,WH_SU,SR_ST,,YES
PDR1254,*nil- (*-e-),earth,PW_EL,PW_GS,PW_EL,PW_GS,YES,
PDR1255,*ninḏ-,to be full,QN_FU,SR_GW,QN_FU,QN_FU,YES,YES
PDR1256,*nip-,shoulder,BP_SD,BP_BA,BP_SD,BP_SD,YES,YES
PDR1257,*nirḍ-,last year,TI_YR,TI_AG,TI_YR,TI_YR,YES,YES
PDR1258,*niṭ-,"straight, erect",SR_SG,SR_RI,SR_SG,SR_SG,YES,YES
PDR1259,*niv-,"straight, erect; to stretch",SR_SG,MO_RI,PA_SR,SR_SG,,YES
PDR1260,*nīg-,"to quit, separate; to remove",SR_SE,MO_GA,TI_CE,MO_GA,,
PDR1261,*nīḷ-,long,SR_LG,SR_XL,TI_LS,TI_LS,,
PDR1262,*ńīnʒ-,to swim,MO_SW,PW_WA,MO_SW,MO_SW,YES,YES
PDR1263,*ńīr-,water,PW_WA,PW_SE,PW_WA,PW_WA,YES,YES
PDR1264,*nīv-/*nivur-,"to stroke, rub",PA_RU,SP_FO,PA_RU,PA_RU,YES,YES
PDR1265,*nīẓ-,shadow,PW_SD,PW_DA,PW_SD,PW_SD,YES,YES
PDR1266,*ńjáŋaḷ,tongue; uvula,BP_TG,BP_MO,BP_TG,BP_TG,YES,YES
PDR1267,*njām,we (excl.),MT_IR,LM_ST,AN_EW,MK_RE,,
PDR1268,*njān (obl. *njan-),I,MT_IR,LM_ST,EM_PD,LM_LA,,
PDR1269,*ńjeẓed-,crab,AN_IN,AN_AN,AN_FM,AN_FM,,
PDR1270,*njīm,you (pl.),MT_IR,LM_ST,EM_TH,MK_MA,,
PDR1271,*njīn,thou,MT_IR,LM_ST,LJ_SW,RB_PH,,
PDR1272,*noḍ-,"to say, speak",LM_SY,LM_ST,LM_ST,LM_ST,,
PDR1273,*noḷ-,to bail out,PA_PO,MO_CA,LJ_PJ,MO_GA,,
PDR1274,*noḷ-,to swallow,BP_VO,FD_SU,BP_SP,FD_SU,,
PDR1275,*ńoṭ-,knuckles; to crack knuckles,BP_FI,SP_SO,PT_RR,BP_TM,,
PDR1276,*ńō-,"to ache, hurt",EM_PS,BP_LL,EM_PS,EM_PS,YES,YES
PDR1277,*nō-,"view, to notice, eye",SP_SE,SP_LO,SP_LO,SP_LO,,
PDR1278,*ńōḍ-,to wash,PA_WA,FD_CO,PA_WA,PA_WA,YES,YES
PDR1279,*ńōḷ-,saliva,BP_BO,FD_FD,BP_SP,BP_SP,,
PDR1280,*nōn-,"to endure, bear, suffer; a religious vow",EM_BR,RB_FA,RB_CU,EM_PS,,
PDR1281,*nōnḍ-,to stir,PA_SH,AV_HO,FD_MX,FD_KD,,
PDR1282,*nōr- (?),mouth,BP_MO,FD_EA,BP_MO,BP_MO,YES,YES
PDR1283,*nÙg-,yoke,MO_YO,AN_CB,MO_YO,MO_YO,YES,YES
PDR1284,*nuj-,a well,PW_SW,PW_WA,FD_CU,PW_SW,,YES
PDR1285,*nuḷ-,to pinch,PA_SH,PA_CU,BP_NA,PA_SR,,
PDR1286,*nuḷ-,"to be broken, powdered",PA_BK,PA_SP,PA_BK,PA_BK,YES,YES
PDR1287,*nuṇ-,soft; fine,SR_ND,SP_SM,SP_SF,SP_SF,,
PDR1288,*nuŋ-,kernel of unripe fruit,FD_FR,AV_PN,FD_FR,FD_FR,YES,YES
PDR1289,*nuŋ- (*-n-?),to swallow,FD_EA,BP_LL,BP_SP,FD_SU,,
PDR1290,*nu(ŋ)k-,broken rice,FD_GR,FD_MF,AV_RI,AV_RI,,
PDR1291,*nur-,"foam, froth",PW_WV,MO_BO,AN_DU,FD_MS,,
PDR1292,*nus-,a k. of biting insect,AN_IN,AN_BE,AN_IN,AN_IN,YES,YES
PDR1293,*nus-,"small, slender, smooth",SR_SM,SR_ND,CA_SK,SP_SM,,
PDR1294,*nutsur-,forehead,BP_FO,BP_HE,BP_FO,BP_FO,YES,YES
PDR1295,*nū-,sesamum,FD_FR,AV_PN,FD_MD,AV_SS,,
PDR1296,*nūḏ-,hundred,QN_NN,QN_QN,QN_FU,QN_HA,,
PDR1297,*nūḏ-,to grind,FD_GR,PA_CU,FD_GR,FD_GR,YES,YES
PDR1298,*nūk-,"to push, shove",MO_PS,PA_SH,MO_PS,MO_PS,YES,YES
PDR1299,*nūk-,"to bow, droop",SR_LI,MO_FA,WH_BW,MO_RL,,
PDR1300,*nūl-,thread,CA_TH,FD_MF,TI_NW,CA_TH,,YES
PDR1301,*nūẓ-[ug-],to hide,SR_HC,MO_EN,BP_SH,SR_HC,,YES
PDR1302,*oḍ-,beautiful,EM_BF,SP_BR,EM_BF,EM_BF,YES,YES
PDR1303,*òḍ-,waist; lap,BP_BS,BP_BO,BP_NV,CA_BG,,
PDR1304,*òḍ-,bubo,BP_SS,BP_HA,AN_RA,BP_SS,,YES
PDR1305,*òḍ-,"together; to join, agree",SR_JU,QN_EA,SO_ME,SO_ME,,
PDR1306,*oḍ- (?),soot,PW_AS,PW_SM,EM_SA,PW_SM,,
PDR1307,*oḍal,1 belly 2 body,BP_BS,BP_BO,BP_BS,BP_BS,YES,YES
PDR1308,*oḍḍ-,1 shore 2 slope,PW_SH,PW_MH,PW_SH,PW_SH,YES,YES
PDR1309,*oḍḍ-,"obstacle, shield",PT_HI,WH_SH,WH_SH,WH_SH,,
PDR1310,*oḍḍ-/*oṭ-,oath,LJ_OA,LJ_SW,LJ_OA,LJ_OA,YES,YES
PDR1311,*oḍ-/*oẓ-,"to sew, spin",CA_SE,CA_SN,CA_SN,CA_SN,,
PDR1312,*oḍ-uŋ-,"to crush, destroy",PA_BK,PT_DE,PT_DE,PA_TE,,
PDR1313,*og-,to set a trap,AN_HU,PA_BI,AN_HU,WH_CP,YES,
PDR1314,*ògir,"claw, nail",BP_NA,BP_FI,BP_NA,BP_NA,YES,YES
PDR1315,*oj-,to take away,MO_CA,PA_DP,PT_TA,PT_DE,,
PDR1316,*ok-,"to remove, carry away",MO_CA,MO_LE,PT_DE,MO_CA,,YES
PDR1317,*ok-,"one, together",QN_ON,SR_JU,QN_ON,QN_CW,YES,
PDR1318,*ok- (?),to sit,SR_SI,DF_DW,SR_SI,SR_SI,YES,YES
PDR1319,*okal-,relations,MK_RE,MK_FM,SO_CM,SO_CM,,
PDR1320,*òl-,"skin, hide; to skin",BP_SH,AN_LI,BP_SH,BP_SH,YES,YES
PDR1321,*ol-,"to flow, gush forth",MO_FL,PW_RS,MO_FL,MO_FL,YES,YES
PDR1322,*ol-,to make sounds,LM_VO,SP_SO,LM_ST,LM_BS,,
PDR1323,*oḷ-,to hide,SR_HC,PT_ST,BP_SH,SR_HC,,YES
PDR1324,*ol-,weak,BP_WE,EM_SA,BP_WE,BP_WE,YES,YES
PDR1325,*oḷ- (?),good,EM_GD,EM_BF,EM_GD,EM_GD,YES,YES
PDR1326,*ol-/*val-,"to love, desire; smth. possible",EM_LO,EM_PL,EM_DE,EM_DE,,
PDR1327,*oṇ- (?),dry,SP_DR,PW_BU,PA_WA,SP_DR,,YES
PDR1328,*onḍ-,shelter,DF_HS,SR_HC,DF_TE,DF_TE,,
PDR1329,*onḏ-,one,QN_ON,QN_NN,QN_ON,QN_ON,YES,YES
PDR1330,*onṭ-,earring,CA_AD,BP_EA,BP_EA,CA_FR,,
PDR1331,*op-,to please; to be good,EM_PL,EM_JY,EM_PL,EM_PL,YES,YES
PDR1332,*op-,to wet,SP_WD,PA_WA,AN_WE,SP_WD,,YES
PDR1333,*or-,one,QN_ON,QN_NN,QN_ON,QN_ON,YES,YES
PDR1334,*oṟ-,1 to bend 2 to fall asleep,PA_BN,BP_SL,BP_SL,SR_LI,,
PDR1335,*oṟ- (*-ḏ-),steady; to support,SR_XL,MT_IR,EM_PD,EM_FL,,
PDR1336,*ot- (?),heavy,SP_HV,MT_IP,SP_HV,SP_HV,YES,YES
PDR1337,*oT- (?),to burn (intr.),PW_BU,PW_FI,PW_BU,PW_BU,YES,YES
PDR1338,*oṯ-,"to press, squeeze together",PA_PR,PA_SH,PA_PR,PA_PR,YES,YES
PDR1339,*oṯ-,"to step aside, give way",MO_GA,SR_LE,MK_SS,MO_GA,,YES
PDR1340,*oṭ-,to stick; to smear; to put together,PA_SO,SR_JU,BP_SP,PA_SO,,YES
PDR1341,*oẓ-uŋk-,"lane, path",MO_PA,MO_RA,MO_PA,MO_PA,YES,YES
PDR1342,*ōḍ-,to burst; break,PA_BK,PA_TE,PA_BK,PA_BK,YES,YES
PDR1343,*ōḍ-,to run; to escape,MO_RU,MO_FL,MO_RU,MO_RU,YES,YES
PDR1344,*ōḍ-,boat,MO_BT,MO_SP,MO_BT,MO_BT,YES,YES
PDR1345,*ōḍ-,shell; tile,AN_FI,PA_GL,PA_MO,AN_CN,,
PDR1346,*ōḍ- (?),bird,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1347,*ōg- (*ō-ŋ-),to swim,MO_SW,MO_FT,MO_SW,MO_SW,YES,YES
PDR1348,*ōl-,1 fire 2 to scorch,PW_FI,PW_BU,PW_BU,PW_BU,,
PDR1349,*ōl- (??),to see,SP_SE,SP_LO,SP_SE,SP_LO,YES,
PDR1350,*ōḷ1-,to dry (tr.),SP_DR,PA_WA,PA_WA,PA_WA,,
PDR1351,*ōm-,"to protect, preserve",PT_PR,EM_CA,PT_PR,PT_PR,YES,YES
PDR1352,*ōm-,bishop's weed,FD_VE,AV_PN,RB_PR,AV_PN,,
PDR1353,*ōṇ-i,"alley, path",MO_PA,SR_SD,MO_PA,MO_PA,YES,YES
PDR1354,*ōr-,"side, border",SR_ED,SR_SD,SO_RT,SR_SD,,
PDR1355,*ōr-,"to endure, suffer",EM_PS,BP_SM,EM_PS,EM_PS,YES,YES
PDR1356,*ōr-,male jackal; to howl,AN_AN,LM_VC,AN_MA,AN_MA,,
PDR1357,*ōr- (?),"warm, hot",SP_HW,PW_WE,SP_HW,SP_HW,YES,YES
PDR1358,*ōr-ai,"oblique, slant",SR_CR,PW_MH,SR_CN,SR_CN,,
PDR1359,*paC-,"green, yellow; fresh, raw",SP_GR,SP_YL,SP_GR,SP_YL,YES,
PDR1360,*pač- (?),"skin, bark",BP_SH,AV_BN,CA_CR,BP_SH,,YES
PDR1361,*pàd-,proper condition,MT_CP,FD_CO,PT_SC,PT_HO,,
PDR1362,*paḍ-,"to get, to be able; to receive; to feel",PT_GO,BP_LL,EM_PL,PT_GO,,YES
PDR1363,*pàḍ-,"fight, battle; army",WH_BT,WH_WR,WH_BT,WH_BT,YES,YES
PDR1364,*pàḍ-,"pond, tank",PW_LA,PW_WA,PW_LA,PW_LA,YES,YES
PDR1365,*paḍ-,"hasty, sudden",TI_SW,TI_HH,TI_HH,EM_TC,,
PDR1366,*padaṟ-,to hurry; to prattle,TI_HH,MO_GO,TI_HH,TI_HH,YES,YES
PDR1367,*pàḍav-,boat,MO_BT,MO_SP,MO_BT,MO_BT,YES,YES
PDR1368,*padd-,"moist, damp; distended, inflated",SP_WD,PW_RA,SP_WD,SP_WD,YES,YES
PDR1369,*paḍḍ-,woman; child,MK_WO,MK_CH,MK_FS,MK_WO,,YES
PDR1370,*paḍḍ-,perverse; prostitute,EM_BD,EM_AG,SO_WP,SO_WP,,
PDR1371,*paḍḍ-/*baṟ-,heifer,AN_CF,AN_CO,AN_HG,AN_HG,,
PDR1372,*pàḍ-i,a measure of capacity,QN_QN,PT_MO,QN_EN,QN_MI,,
PDR1373,*paḏ-,"1 to pick, pluck 2 a piece",PA_CU,PA_TE,PT_SG,PA_CU,,YES
PDR1374,*paɣ-,"to split, break",PA_SP,PA_BK,PA_SP,PA_SP,YES,YES
PDR1375,*paɣal-,day; dawn,TI_DA,TI_MG,TI_DW,TI_DA,,YES
PDR1376,*pai-,"1 boy, child 2 calf",MK_CH,AN_CF,AN_CF,AN_CF,,
PDR1377,*pai-,"easily, gently, slowly",TI_SL,MO_FL,BP_LC,TI_SI,,
PDR1378,*pak-,scab,BP_SH,SP_CN,BP_KI,CA_OI,,
PDR1379,*pal,tooth,BP_TO,AN_AN,BP_TO,BP_TO,YES,YES
PDR1380,*pàl-,many,QN_MM,QN_NU,QN_MM,QN_MM,YES,YES
PDR1381,*paḷ-,"plain, valley",PW_VA,PW_PF,PW_VA,PW_PF,YES,
PDR1382,*paḷ-,village,DF_HS,SO_CI,SO_CI,DF_HU,,
PDR1383,*paḷ-,"to shine, glitter",SP_SH,PW_LG,CA_DY,SP_SH,,YES
PDR1384,*paḷ-,"to cower, crouch",MO_CC,SR_SI,AN_CO,WH_SU,,
PDR1385,*Pal-,lizard,AN_AN,AN_IN,AN_SK,AN_SK,,
PDR1386,*paḷ- (?),peel,PA_CU,AV_LE,FD_KN,PA_FS,,
PDR1387,*palṇ- (?),jack-fruit,FD_FR,AV_TR,FD_FR,FD_FR,YES,YES
PDR1388,*paṇ-,"1 to command, speak 2 to send",LM_SY,SO_CR,SO_CR,LM_ST,,
PDR1389,*paṇ-,to do; to work,PA_MA,PA_WV,PA_WV,PA_WV,,
PDR1390,*paṇ-,field; level ground,PW_PF,AV_FC,PW_GS,PW_PF,,YES
PDR1391,*pand-,shed,DF_HS,DF_TE,AN_BA,DF_HU,,
PDR1392,*panḍ-,"skin, bark",BP_SH,AV_LE,CA_CR,PA_FS,,
PDR1393,*panḍ-,to be tired,BP_WE,EM_PS,BP_SL,EM_DE,,
PDR1394,*panḏ-,pig,AN_SW,AN_PI,AN_PI,AN_PI,,
PDR1395,*pans-,to divide,SR_DI,PT_TA,QN_HA,SR_DI,,YES
PDR1396,*panǯ-,to be replete,FD_HU,QN_FU,TI_FI,EM_PD,,
PDR1397,*paŋ-,to divide; bifurcation,SR_DI,AV_BN,SR_DI,SR_DI,YES,YES
PDR1398,*par-,"to cut, split",PA_CU,PA_BK,PA_CU,PA_CU,YES,YES
PDR1399,*par-,to run,MO_RU,MO_FL,MO_RU,MO_RU,YES,YES
PDR1400,*par-,to shine; dawn,PW_LG,TI_DW,TI_DW,SP_SH,,
PDR1401,*par-,to love,EM_LO,EM_JY,EM_LO,EM_LO,YES,YES
PDR1402,*par-,"pimple, boil, sore",BP_SS,SP_WD,FD_BO,BP_SS,,YES
PDR1403,*par-,pebble,PW_SA,PW_SR,AN_PI,PW_SR,,
PDR1404,*par- (*-ṟ-?),"to seek, grope",PT_SE,SP_TV,PT_SE,EM_DE,YES,
PDR1405,*par- (?),"to drink, eat",FD_DR,FD_EA,FD_EA,FD_EA,,
PDR1406,*par[a]-,"to praise, bless",EM_PR,RB_BL,RB_BL,RB_BL,,
PDR1407,*par-anḍ-,frog,AN_AN,AN_BI,AN_SK,AN_PI,,
PDR1408,*part-,cotton,CA_CO,AV_PN,CA_CO,CA_CO,YES,YES
PDR1409,*par(u)nd-,a k. of bird of prey,AN_BI,AN_AN,AN_BI,AN_BI,YES,YES
PDR1410,*parup-,"pulse, dal; peas",FD_VE,FD_FD,FD_PE,FD_BN,,
PDR1411,*paṟ-,to scratch,PA_SH,PA_CU,PA_NA,PA_RU,,
PDR1412,*paṟ-,garden,AV_GA,AV_FC,AV_GA,AV_GA,YES,YES
PDR1413,*paṟ-,drum; a measure of capacity,LM_SG,LM_VO,QN_EN,LM_LA,,
PDR1414,*paṟ-,to speak,LM_ST,LM_SY,LM_ST,LM_ST,YES,YES
PDR1415,*paT-,ten,QN_NN,QN_QN,QN_NN,QN_TH,YES,
PDR1416,*paṬ-,1 to fall 2 to lie down,MO_FA,SR_LI,MO_FA,MO_FA,YES,YES
PDR1417,*paT-,to hide,SR_HC,SR_SI,BP_SH,SR_HC,,YES
PDR1418,*paṯ-,"to catch, hold",PT_SG,PT_TA,PT_HO,PT_SG,,YES
PDR1419,*paṭ-,1 flat 2 place,SR_FS,SR_PL,SR_FL,SR_FL,,
PDR1420,*paṭ-,1 beam 2 timber,PA_BE,PW_WD,PW_WD,PW_WD,,
PDR1421,*paṭ-,dwelling; yard,DF_DW,DF_HS,DF_YR,DF_DW,,YES
PDR1422,*paṭ-,palm; instep,BP_HN,BP_FT,CA_GL,BP_TM,,
PDR1423,*paṭ-ai,stripe,SR_FS,SP_CO,LM_IN,CA_SK,,
PDR1424,*paṭ-ai,bark (of tree),PW_TR,AV_TR,PW_TR,AV_TR,YES,
PDR1425,*paẓ-,"to scold, blame",LM_SC,EM_AG,EM_BL,EM_BL,,
PDR1426,*paẓa-,old,TI_OL,TI_AG,TI_OL,TI_OL,YES,YES
PDR1427,*paẓ-[k-],rib; side,BP_RI,BP_SD,BP_RI,BP_RI,YES,YES
PDR1428,"*paẓ-, *paẓ-nd-",to ripen,AV_CH,SR_GW,FD_FR,FD_FR,,
PDR1429,*pāḍ-,to sing,LM_SG,LM_VO,LM_SG,LM_SG,YES,YES
PDR1430,*pāḍ-,village,SO_CI,SO_PP,SO_CI,SO_CI,YES,YES
PDR1431,*pād- (?),root,AV_RO,AV_PN,AV_RO,AV_RO,YES,YES
PDR1432,*pāḏ-,to fly,MO_FY,MO_RU,MO_FY,MO_FY,YES,YES
PDR1433,*pāɣ-,to strike,PA_SH,WH_FI,PA_SH,PA_SH,YES,YES
PDR1434,*pāj-,"to separate, part; to comb",SR_SE,SR_OP,CA_CB,PA_SP,,
PDR1435,*pāj-,to jump,MO_JL,MO_RU,MO_JL,MO_JL,YES,YES
PDR1436,*pāl,milk,FD_MS,FD_FD,FD_MS,FD_MS,YES,YES
PDR1437,*pāl-,portion,QN_PR,PA_CU,QN_HA,QN_HA,,
PDR1438,*pāl-,a k. of tree or its flower,AV_TR,AV_FL,AV_TR,AV_TR,YES,YES
PDR1439,*pāḷ-,"husk, bark",AV_PN,PA_GL,AN_PU,WH_BA,,
PDR1440,*pā̆ḷ-,seedling,AV_PN,AV_SS,AV_SS,AV_SS,,
PDR1441,*pām-,snake,AN_SK,AN_AN,AN_SK,AN_SK,YES,YES
PDR1442,*pāṇ-,to sing,LM_SG,LM_VO,LM_SG,LM_SG,YES,YES
PDR1443,*pār-,to grow; to swell,SR_GW,QN_MM,AV_SS,SR_GW,,YES
PDR1444,*pār-,spade,AV_SP,PA_TO,AV_SP,AV_SP,YES,YES
PDR1445,*pār-,to look at; sight,SP_LO,SP_SE,SP_LO,SP_LO,YES,YES
PDR1446,*pārp-,child; young,MK_CH,MK_IN,TI_YG,MK_CH,,YES
PDR1447,*pā̆ṟ-,to spread,,SR_GW,PT_LO,PA_SO,,
PDR1448,*pāṟ-,brahman,SP_SE,MT_KN,MK_WI,RB_HS,,
PDR1449,*pās-,to spread,,PA_SO,PT_LO,PA_SO,,
PDR1450,*pās-,to rot; stale,SP_BD,SP_VO,TI_LS,FD_KD,,
PDR1451,*pāT-,"field, garden bed",AV_GA,AV_FC,AV_BA,AV_GA,,YES
PDR1452,*pāṭ-,"size, extent",SR_SZ,QN_QN,SR_SZ,SR_SZ,YES,YES
PDR1453,*pāv-,"way, road",MO_RA,MO_PA,MO_RA,MO_RA,YES,YES
PDR1454,*pāv-,pupil; image,MT_PU,BP_EY,MT_PU,MT_PU,YES,YES
PDR1455,*pāvaṭ-,a k. of plant,AV_PN,AV_TR,AV_LE,AV_PN,,YES
PDR1456,*pāẓ-,"1 old, deserted 2 ruins",PW_WD,PW_EL,MK_OR,DF_HU,,
PDR1457,*pāẓ-,a k. of sacral building and nearby territory,RB_TM,DF_HS,SO_RT,SR_WE,,
PDR1458,*pedav-,lip,BP_LI,BP_MO,BP_LI,BP_LI,YES,YES
PDR1459,*peḏ-,"to pick up, collect",PA_SO,PT_SE,PT_GO,PT_SG,,
PDR1460,*peḏ-,"1 to bear, be born 2 to obtain",BP_BM,PT_GO,AN_BR,BP_BP,,
